row_label_raw,row_label_full,Giấy tờ có giá đã phát hành phân loại theo kỳ hạn như sau:,Giấy tờ có giá đã phát hành phân loại theo kỳ hạn như sau:_1,Giấy tờ có giá đã phát hành phân loại theo kỳ hạn như sau:_2,numeric__Giấy tờ có giá đã phát hành phân loại theo kỳ hạn như sau:_1,numeric__Giấy tờ có giá đã phát hành phân loại theo kỳ hạn như sau:_2
,,,31/12/2025,31/12/2024,,
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,3.089.373,763.602,3089373.0,763602.0
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,3.089.373,763.602,3089373.0,763602.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,3.121.441,3.541.041,3121441.0,3541041.0
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,3.121.441,3.541.041,3121441.0,3541041.0
Tổng cộng,Tổng cộng,Tổng cộng,6.210.814,4.304.643,6210814.0,4304643.0
