row_label_raw,row_label_full,col_0,Hoạt động huy động và tín dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tín dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,8.597.599,2.679.379,614.154,11.891.132,8597599.0,2679379.0,614154.0,11891132.0
Chỉ phí,Chỉ phí,Chỉ phí,7.110.797,2.360.897,390.160,9.861.854,7110797.0,2360897.0,390160.0,9861854.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,1.486.802,318.482,223.994,2.029.278,1486802.0,318482.0,223994.0,2029278.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,120.610.837,22.056.992,-,142.667.829,120610837.0,22056992.0,,142667829.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,21.061.700,,,,21061700.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,163.729.529,,,,163729529.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,146.747.832,-,-,146.747.832,146747832.0,,,146747832.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,3.392.769,,,,3392769.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,150.140.601,,,,150140601.0
