row_label_raw,row_label_full,11.4 Dự phòng rủi ro cho các tài sản Có nội bảng khác,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
- Dự phòng rủi ro các khoản nợ phải thu khó đòi,- Dự phòng rủi ro các khoản nợ phải thu khó đòi,- Dự phòng rủi ro các khoản nợ phải thu khó đòi,(1.628.400),(1.656.073),-1628400.0,-1656073.0
Cộng,Cộng,Cộng,(1.628.400),(1.656.073),-1628400.0,-1656073.0
