row_label_raw,row_label_full,CHÌ TIÊU,Thuyết minh,Năm 2025,Năm 2024,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,8.094.857,6.003.959,,8094857.0,6003959.0
02. Chỉ phí lãi và các khoản chỉ phí tương tự đã trả,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chỉ phí lãi và các khoản chỉ phí tương tự đã trả,02. Chỉ phí lãi và các khoản chỉ phí tương tự đã trả,,(6.113.744),(5.328.885),,-6113744.0,-5328885.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,188.870,71.825,,188870.0,71825.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,138.820,335.270,,138820.0,335270.0
05. Thu nhập khác,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,(19.171),(47.866),,-19171.0,-47866.0
"06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",,11.614,1.531,,11614.0,1531.0
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(1.427.554),(1.201.223),,-1427554.0,-1201223.0
08. Tiền thuế thu nhập thực nộp trong năm,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong năm,08. Tiền thuế thu nhập thực nộp trong năm,,(1.341),(168),,-1341.0,-168.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,872.351,(165.557),,872351.0,-165557.0
(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,,,
09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,(Tăng)/giảm về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,,(10.820.000),-,,-10820000.0,
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(2.769.728),(5.486.109),,-2769728.0,-5486109.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm về tài sản hoạt động > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(14.219),-,,-14219.0,
12. (Tăng)/Giảm các khoản cho vay khách hàng,(Tăng)/giảm về tài sản hoạt động > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,(26.369.873),(15.830.461),,-26369873.0,-15830461.0
"13. (Tăng)/Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản","(Tăng)/giảm về tài sản hoạt động > 13. (Tăng)/Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản","13. (Tăng)/Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản",,(1.499.165),(275.190),,-1499165.0,-275190.0
14. (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,5.112.976,1.770.870,,5112976.0,1770870.0
