row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Tính chất giao dịch,Phát sinh trong năm,Số dư tại 31/12/2025 Phải thu/(Phải trả),numeric__Mối quan hệ,numeric__Tính chất giao dịch,numeric__Phát sinh trong năm,numeric__Số dư tại 31/12/2025 Phải thu/(Phải trả)
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty con,"Chi phí quản lý, thuê văn phòng",7.219,(1.053),,,7219.0,-1053.0
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty con,Thu nhập dịch vụ,8.395,,,,8395.0,
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty con,Trả lãi tiền gửi,2.453,-,,,2453.0,
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty con,Tiền gửi không kỳ hạn,-,(42.695),,,,-42695.0
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng Quốc Dân,Công ty con,Tiền gửi có kỳ hạn,-,(80.000),,,,-80000.0
Ban điều hành,Ban điều hành,Ban điều hành,Thành viên chủ chốt,"Lương, thường Ban Tổng Giám đốc",24.529,-,,,24529.0,
Ban điều hành,Ban điều hành,Ban điều hành,Thành viên chủ chốt,"Thù lao HĐQT, BKS",20.438,-,,,20438.0,
