row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2020 > Giá gốc,31/12/2020 > Giá trị hợp lý,31/12/2020 > Dự phòng,01/01/2020 > Giá gốc,01/01/2020 > Giá trị hợp lý,01/01/2020 > Dự phòng,numeric__Mã chứng khoán,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị hợp lý,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị hợp lý,numeric__01/01/2020 > Dự phòng
Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,,VND,VND,VND,VND,VND,VND,,,,,,,
- Công ty Cổ phần Cao su Bà Rịa,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Bà Rịa,- Công ty Cổ phần Cao su Bà Rịa,,1.096.524.000.000,,-,1.096.524.000.000,,-,,1096524000000.0,,,1096524000000.0,,
- Công ty Cổ phần Cao su Tân Biên (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Tân Biên (1),- Công ty Cổ phần Cao su Tân Biên (1),RTB,865.905.530.000,1.042.550.258.120,-,865.905.530.000,900.541.751.200,-,,865905530000.0,1042550258120.0,,865905530000.0,900541751200.0,
- Công ty Cổ phần VRG - Bảo Lộc,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,,245.618.689.229,,-,245.618.689.229,,-,,245618689229.0,,,245618689229.0,,
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),MDF,303.951.362.000,257.189.614.000,(46.761.748.000),303.951.362.000,383.446.333.600,-,,303951362000.0,257189614000.0,-46761748000.0,303951362000.0,383446333600.0,
- Công ty Cổ phần Thủy điện Geruco Sông Côn,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thủy điện Geruco Sông Côn,- Công ty Cổ phần Thủy điện Geruco Sông Côn,,191.250.000.000,,-,191.250.000.000,,-,,191250000000.0,,,191250000000.0,,
- Công ty Cổ phần Công nghiệp và XNK Cao su,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,RBC,89.540.605.515,,(180.365.591),89.540.605.515,,(1.889.450.635),,89540605515.0,,-180365591.0,89540605515.0,,-1889450635.0
- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,,269.179.671.747,,(24.672.178.738),269.179.671.747,,(6.874.284.334),,269179671747.0,,-24672178738.0,269179671747.0,,-6874284334.0
- Công ty Cổ phần VRG - ĐắkNông,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - ĐắkNông,- Công ty Cổ phần VRG - ĐắkNông,,206.085.048.366,,-,206.085.048.366,,(5.104.714.723),,206085048366.0,,,206085048366.0,,-5104714723.0
- Công ty Cổ phần Thế thao Ngôi sao Geru (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thế thao Ngôi sao Geru (1),- Công ty Cổ phần Thế thao Ngôi sao Geru (1),GER,6.232.160.000,9.093.288.000,-,6.232.160.000,7.648.560.000,-,,6232160000.0,9093288000.0,,6232160000.0,7648560000.0,
