row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn","Thiết bị, dụng cụ quản lý",Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải,truyền dẫn","numeric__Thiết bị, dụng cụ quản lý",numeric__Cộng
,,,VND,VND,VND,VND,VND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,157.774.809.642,4.588.703.255,21.780.063.999,70.715.803.062,254.859.379.958,157774809642.0,4588703255.0,21780063999.0,70715803062.0,254859379958.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(2.736.266.803),-,(2.736.266.803),,,-2736266803.0,,-2736266803.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,157.774.809.642,4.588.703.255,19.043.797.196,70.715.803.062,252.123.113.155,157774809642.0,4588703255.0,19043797196.0,70715803062.0,252123113155.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,47.483.721.457,4.588.703.255,21.015.759.877,70.444.066.954,143.532.251.543,47483721457.0,4588703255.0,21015759877.0,70444066954.0,143532251543.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,6.024.533.676,-,351.326.292,139.172.214,6.515.032.182,6024533676.0,,351326292.0,139172214.0,6515032182.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(2.736.266.803),-,(2.736.266.803),,,-2736266803.0,,-2736266803.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,53.508.255.133,4.588.703.255,18.630.819.366,70.583.239.168,147.311.016.922,53508255133.0,4588703255.0,18630819366.0,70583239168.0,147311016922.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,110.291.088.185,-,764.304.122,271.736.108,111.327.128.415,110291088185.0,,764304122.0,271736108.0,111327128415.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,104.266.554.509,-,412.977.830,132.563.894,104.812.096.233,104266554509.0,,412977830.0,132563894.0,104812096233.0
