row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",971.295.759.609,,910.483.865.167,,971295759609.0,,910483865167.0
02,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,(1.006.131.873.448),,(955.969.957.265),,-1006131873448.0,,-955969957265.0
03,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,3. Tiền chi trả cho người lao động,(64.167.833.881),,(70.333.430.022),,-64167833881.0,,-70333430022.0
04,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,4. Tiền lãi vay đã trả,(16.120.054.313),,(18.869.923.403),,-16120054313.0,,-18869923403.0
06,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,5. Tiền thu khác từ hoạt động kinh doanh,101.294.337.823,,258.467.290.490,,101294337823.0,,258467290490.0
07,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,6. Tiền chi khác cho hoạt động kinh doanh,(630.303.518.617),,(488.685.288.089),,-630303518617.0,,-488685288089.0
20,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(644.133.182.827),,(364.907.443.122),,-644133182827.0,,-364907443122.0
II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ,,,,
21,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",(1.114.500.000),,(25.959.031.838),,-1114500000.0,,-25959031838.0
22,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",593.226.700,,-,,593226700.0,,
23,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(3.915.410.013.700),,(414.764.833.653),,-3915410013700.0,,-414764833653.0
24,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",1.868.405.411.957,,76.122.128.096,,1868405411957.0,,76122128096.0
25,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU-TƯ > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,(95.048.760.000),,(641.967.846.457),,-95048760000.0,,-641967846457.0
