row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2020,Năm 2019,numeric__Mối quan hệ,numeric__Năm 2020,numeric__Năm 2019
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,,,
- Công ty CP Cao su Chư Sê - Kampongthom,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,Công ty liên kết,43.743.273,38.728.800,,43743273.0,38728800.0
- Công ty CP Khu Công nghiệp Hố Nai,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Khu Công nghiệp Hố Nai,- Công ty CP Khu Công nghiệp Hố Nai,Công ty liên kết,38.016.000,76.032.000,,38016000.0,76032000.0
- Công ty CP Cao su Bà Rịa,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,130.156.364,372.724.000,,130156364.0,372724000.0
- Công ty CP Gỗ MDF VRG Kiên Giang,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,334.998.327,296.596.080,,334998327.0,296596080.0
- Công ty CP Xây dựng và Tư vấn Đầu tư,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Xây dựng và Tư vấn Đầu tư,- Công ty CP Xây dựng và Tư vấn Đầu tư,Công ty liên kết,305.263.636,270.270.000,,305263636.0,270270000.0
- Công ty CP Xuất khấu Cao su VRG Nhật Bản,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Công ty CP Xuất khấu Cao su VRG Nhật Bản,- Công ty CP Xuất khấu Cao su VRG Nhật Bản,Công ty con,193.221.818,142.560.000,,193221818.0,142560000.0
- Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,Doanh thu bán hàng hóa và cung cấp dịch vụ > - Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,- Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,Công ty con,-,51.545.456,,,51545456.0
Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Doanh thu bán hàng hóa và cung cấp dịch vụ > Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,1.107.507.468.868,1.553.759.788.229,,1107507468868.0,1553759788229.0
