row_label_raw,row_label_full,col_0,col_1,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),- Vay dài hạn đến hạn trả,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),189.087.695.437,189.087.695.437,-,31.514.615.908,157.573.079.529,157.573.079.529,,189087695437.0,189087695437.0,,31514615908.0,157573079529.0,157573079529.0
b),b) > b),b),,189.087.695.437,189.087.695.437,-,31.514.615.908,157.573.079.529,157.573.079.529,,189087695437.0,189087695437.0,,31514615908.0,157573079529.0,157573079529.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,157.573.079.529,157.573.079.529,,,126.058.463.621,126.058.463.621,,157573079529.0,157573079529.0,,,126058463621.0,126058463621.0
