row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,483.344.721.026,426.689.621.997,,,483344721026.0,426689621997.0
310,310,310,I. Nợ ngắn hạn,,342.171.539.888,253.971.824.951,,,342171539888.0,253971824951.0
311,311,311,1. Phải trả người bán ngắn hạn,14,21.463.108.180,29.404.445.750,,14.0,21463108180.0,29404445750.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,8.624.516.544,64.589.210,,16.0,8624516544.0,64589210.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,649.290.310,-,,15.0,649290310.0,
314,314,314,4. Phải trả người lao động,,26.922.438.883,22.037.880.544,,,26922438883.0,22037880544.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,17,3.545.306.866,4.283.014.059,,17.0,3545306866.0,4283014059.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,187.500.000,3.293.903.782,,,187500000.0,3293903782.0
319,319,319,7. Phải trả ngắn hạn khác,18,181.591.494.001,102.408.204.650,,18.0,181591494001.0,102408204650.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,13,31.514.615.908,31.514.615.908,,13.0,31514615908.0,31514615908.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,67.673.269.196,60.965.171.048,,,67673269196.0,60965171048.0
330,330,330,II. Nợ dài hạn,,141.173.181.138,172.717.797.046,,,141173181138.0,172717797046.0
337,337,337,1. Phải trả dài hạn khác,18,15.114.717.517,15.144.717.517,,18.0,15114717517.0,15144717517.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,13,126.058.463.621,157.573.079.529,,13.0,126058463621.0,157573079529.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,43.347.612.791.957,42.797.300.385.077,,,43347612791957.0,42797300385077.0
410,410,410,I. Vốn chủ sở hữu,19,43.347.612.791.957,42.797.300.385.077,,19.0,43347612791957.0,42797300385077.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411a,411a,411a,- Có phiếu phổ thông có quyền biểu quyết,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,384.238.385.077,206.396.524.636,,,384238385077.0,206396524636.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,2.963.374.406.880,2.590.903.860.441,,,2963374406880.0,2590903860441.0
421b,421b,421b,- LNST chưa phân phối năm nay,,2.963.374.406.880,2.590.903.860.441,,,2963374406880.0,2590903860441.0
440,440,440,TỔNG CỘNG·NGUỒN VỐN,,43.830.957.512.983,43.223.990.007.074,,,43830957512983.0,43223990007074.0
