row_label_raw,row_label_full,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
1.717.415.896.281,1.717.415.896.281,1.717.415.896.281,(10.407.399.709),2.158.561.515.761,(1.655.399.709),-10407399709.0,2158561515761.0,-1655399709.0
21.514.217.433,21.514.217.433,21.514.217.433,-,25.062.673.000,-,,25062673000.0,
291.703.232,291.703.232,291.703.232,-,291.703.232,-,,291703232.0,
9.078.640.040,9.078.640.040,9.078.640.040,-,2.952.858.064,-,,2952858064.0,
786.405.845.253,786.405.845.253,786.405.845.253,(8.752.000.000),854.621.865.400,-,-8752000000.0,854621865400.0,
20.611.833.980,20.611.833.980,20.611.833.980,(1.655.399.709),17.258.378.415,(1.655.399.709),-1655399709.0,17258378415.0,-1655399709.0
4.853.589.656,4.853.589.656,4.853.589.656,-,4.700.088.618,-,,4700088618.0,
36.871.716.535,36.871.716.535,36.871.716.535,-,20.321.374.430,-,,20321374430.0,
663.912.318.649,663.912.318.649,663.912.318.649,-,1.074.541.366.399,-,,1074541366399.0,
30.106.621.833,30.106.621.833,30.106.621.833,-,20.586.462.101,-,,20586462101.0,
132.017.301.238,132.017.301.238,132.017.301.238,-,132.017.301.238,-,,132017301238.0,
303.000.000,303.000.000,303.000.000,-,3.000.000,-,,3000000.0,
10.906.732.204,10.906.732.204,10.906.732.204,-,5.682.862.983,-,,5682862983.0,
542.376.228,542.376.228,542.376.228,-,521.581.881,-,,521581881.0,
5.963.560.699,5.963.560.699,5.963.560.699,-,7.985.552.410,(1.482.212.500),,7985552410.0,-1482212500.0
-,-,-,-,1.540.000.000,(1.482.212.500),,1540000000.0,-1482212500.0
2.697.168.577,2.697.168.577,2.697.168.577,-,2.697.168.577,-,,2697168577.0,
1.866.062.409,1.866.062.409,1.866.062.409,-,2.261.845.615,-,,2261845615.0,
-,-,-,-,72.483.026,-,,72483026.0,
1.400.329.713,1.400.329.713,1.400.329.713,-,1.414.055.192,-,,1414055192.0,
1.723.379.456.980,1.723.379.456.980,1.723.379.456.980,(10.407.399.709),2.166.547.068.171,(3.137.612.209),-10407399709.0,2166547068171.0,-3137612209.0
