row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,31.150.323.019.802,26.259.213.007.153,100.0,,31150323019802.0,26259213007153.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,627.594.542.751,1.307.839.261.177,110.0,4.0,627594542751.0,1307839261177.0
1. Tiền,1. Tiền,1. Tiền,111,,627.594.542.751,907.839.261.177,111.0,,627594542751.0,907839261177.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,400.000.000.000,112.0,,,400000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,23.640.000.000.000,17.493.000.000.000,120.0,,23640000000000.0,17493000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,5,23.640.000.000.000,17.493.000.000.000,123.0,5.0,23640000000000.0,17493000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,6.122.192.634.770,6.955.664.440.518,130.0,,6122192634770.0,6955664440518.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,2.487.477.198.541,2.042.889.342.472,131.0,6.0,2487477198541.0,2042889342472.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,382.641.519.206,1.373.464.764.854,132.0,7.0,382641519206.0,1373464764854.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,3.281.985.199.932,3.569.342.499.222,136.0,8.0,3281985199932.0,3569342499222.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(29.911.282.909),(30.032.166.030),137.0,9.0,-29911282909.0,-30032166030.0
