row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu tài chính đối với các bên liên quan,Doanh thu tài chính đối với các bên liên quan,Doanh thu tài chính đối với các bên liên quan,Doanh thu tài chính đối với các bên liên quan,Doanh thu tài chính đối với các bên liên quan,,
Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bayTân Sơn Nhất,151.969.744.000,110.309.072.800,151969744000.0,110309072800.0
Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,9.600.000.000,4.800.000.000,9600000000.0,4800000000.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,34.560.111.000,37.440.120.500,34560111000.0,37440120500.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,11.671.512.311,11.474.504.722,11671512311.0,11474504722.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàng khôngViệt Nam,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng hóa Hàng khôngViệt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng khôngViệt Nam,12.500.000.000,15.000.000.000,12500000000.0,15000000000.0
Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,Doanh thu tài chính đối với các bên liên quan > Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo Dương Máy bayCăng Hàng không Miền Nam,12.240.000.000,10.200.000.000,12240000000.0,10200000000.0
Công ty Cổ phần Thương mại Hàng không MiềnNam,Doanh thu tài chính đối với các bên liên quan > Công ty Cổ phần Thương mại Hàng không MiềnNam,Công ty Cổ phần Thương mại Hàng không MiềnNam,345.100.000,-,345100000.0,
,,,232.886.467.311,189.223.698.022,232886467311.0,189223698022.0
