row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
"Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)","a. Ngắn hạn > Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)","Phải thu Nhà nước chi phí, thuế thu nhập doanh nghiệp trả hộ liên quan đến hoạt động khu bay (i)",1.219.649.038.329,1.779.199.170.447,1219649038329.0,1779199170447.0
Phải thu Nhà nước liên quan tài sản khu bay (i),a. Ngắn hạn > Phải thu Nhà nước liên quan tài sản khu bay (i),Phải thu Nhà nước liên quan tài sản khu bay (i),1.144.794.049.473,976.778.430.984,1144794049473.0,976778430984.0
Phải thu lãi tiền gửi có kỳ hạn,a. Ngắn hạn > Phải thu lãi tiền gửi có kỳ hạn,Phải thu lãi tiền gửi có kỳ hạn,755.450.767.120,550.696.805.561,755450767120.0,550696805561.0
Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,a. Ngắn hạn > Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý Bay,55.654.707.061,50.627.055.296,55654707061.0,50627055296.0
Cổ tức được chia,a. Ngắn hạn > Cổ tức được chia,Cổ tức được chia,26.250.000.000,-,26250000000.0,
Phải thu về cổ phần hóa (ii),a. Ngắn hạn > Phải thu về cổ phần hóa (ii),Phải thu về cổ phần hóa (ii),19.570.715.787,19.570.715.787,19570715787.0,19570715787.0
Phải thu khác,a. Ngắn hạn > Phải thu khác,Phải thu khác,60.615.922.162,192.470.321.147,60615922162.0,192470321147.0
,,,3.281.985.199.932,3.569.342.499.222,3281985199932.0,3569342499222.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Trung tâm phát triển quỹ đất huyện Sóc Son,b. Dài hạn > Trung tâm phát triển quỹ đất huyện Sóc Son,Trung tâm phát triển quỹ đất huyện Sóc Son,80.936.675.811,104.921.205.123,80936675811.0,104921205123.0
Phải thu chi phí đến bù giải phóng mặt bằng đối với diện tích không được giao sử dụng tại Phú Quốc,b. Dài hạn > Phải thu chi phí đến bù giải phóng mặt bằng đối với diện tích không được giao sử dụng tại Phú Quốc,Phải thu chi phí đến bù giải phóng mặt bằng đối với diện tích không được giao sử dụng tại Phú Quốc,184.565.128.906,194.172.915.311,184565128906.0,194172915311.0
Phải thu Công ty Cổ phần Đầu tư TCP giá trị tài sản trên đất và thuê đất,b. Dài hạn > Phải thu Công ty Cổ phần Đầu tư TCP giá trị tài sản trên đất và thuê đất,Phải thu Công ty Cổ phần Đầu tư TCP giá trị tài sản trên đất và thuê đất,41.671.912.247,37.883.556.588,41671912247.0,37883556588.0
Phải thu của Sở Xây dựng tỉnh Gia Lai,b. Dài hạn > Phải thu của Sở Xây dựng tỉnh Gia Lai,Phải thu của Sở Xây dựng tỉnh Gia Lai,-,9.008.179.654,,9008179654.0
Khác,b. Dài hạn > Khác,Khác,1.973.996.132,-,1973996132.0,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",5.715.000.000,6.956.000.000,5715000000.0,6956000000.0
,,,314.862.713.096,352.941.856.676,314862713096.0,352941856676.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan(Thuyết minh số 36),Trong đó: > Phải thu bên liên quan(Thuyết minh số 36),Phải thu bên liên quan(Thuyết minh số 36),-,1.500.000.000,,1500000000.0
