row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,16.142.028.856.535,13.718.428.306.763,1.0,25.0,16142028856535.0,13718428306763.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,25,48.925.751.234,43.196.600.601,2.0,25.0,48925751234.0,43196600601.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,16.093.103.105.301,13.675.231.706.162,10.0,25.0,16093103105301.0,13675231706162.0
4. Giá vốn hàng bán và cung cấp dịch vụ,4. Giá vốn hàng bán và cung cấp dịch vụ,4. Giá vốn hàng bán và cung cấp dịch vụ,11,26,8.363.615.847.853,8.121.568.660.422,11.0,26.0,8363615847853.0,8121568660422.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,7.729.487.257.448,5.553.663.045.740,20.0,,7729487257448.0,5553663045740.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,1.591.438.129.076,1.278.162.978.469,21.0,28.0,1591438129076.0,1278162978469.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,29,755.865.128.377,596.386.421.080,22.0,29.0,755865128377.0,596386421080.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,95.084.582.355,96.059.178.215,23.0,,95084582355.0,96059178215.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,30,306.173.746.235,254.995.295.007,25.0,30.0,306173746235.0,254995295007.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,31,869.279.324.134,785.757.647.177,26.0,31.0,869279324134.0,785757647177.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,7.389.607.187.778,5.194.686.660.945,30.0,,7389607187778.0,5194686660945.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,32,85.413.466.757,26.803.963.239,31.0,32.0,85413466757.0,26803963239.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,33,27.484.180.487,2.391.651.662,32.0,33.0,27484180487.0,2391651662.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,57.929.286.270,24.412.311.577,40.0,,57929286270.0,24412311577.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,7.447.536.474.048,5.219.098.972.522,50.0,,7447536474048.0,5219098972522.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,34,1.437.260.802.237,1.043.367.898.874,51.0,34.0,1437260802237.0,1043367898874.0
16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,34,(18.025.347.574),(18.234.486.772),52.0,34.0,-18025347574.0,-18234486772.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,6.028.301.019.385,4.193.965.560.420,60.0,,6028301019385.0,4193965560420.0
