row_label_raw,row_label_full,col_0,Quỹ khen thưởngVND,Quỹ phúc lợiVND,Quỹ thườngBan điều hànhVND,TổngVND,numeric__Quỹ khen thưởngVND,numeric__Quỹ phúc lợiVND,numeric__Quỹ thườngBan điều hànhVND,numeric__TổngVND
Số đầu năm,Số đầu năm,Số đầu năm,257.075.382.435,292.943.560,1.324.331.252,258.692.657.247,257075382435.0,292943560.0,1324331252.0,258692657247.0
Tăng từ lợi nhuận,Tăng từ lợi nhuận,Tăng từ lợi nhuận,802.170.961.670,11.305.038.330,5.575.500.000,819.051.500.000,802170961670.0,11305038330.0,5575500000.0,819051500000.0
Tăng khác,Tăng khác,Tăng khác,996.976.634,-,-,996.976.634,996976634.0,,,996976634.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(631.832.768.166),(11.597.981.890),(4.112.081.276),(647.542.831.332),-631832768166.0,-11597981890.0,-4112081276.0,-647542831332.0
Số cuối năm,Số cuối năm,Số cuối năm,428.410.552.573,-,2.787.749.976,431.198.302.549,428410552573.0,,2787749976.0,431198302549.0
