row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 150.932.824.856 > 248.644.534.998 > 1.238.478.897.074 > 13.556.237.239.218,Số đầu nămVND > 148.235.246.033 > 833.013.735.189 > 13.346.303.441.707,numeric__Số cuối nămVND > 150.932.824.856 > 248.644.534.998 > 1.238.478.897.074 > 13.556.237.239.218,numeric__Số đầu nămVND > 148.235.246.033 > 833.013.735.189 > 13.346.303.441.707
,,,15.194.293.496.146,14.475.787.668.962,15194293496146.0,14475787668962.0
Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay dài hạn đến hạn trả),Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay dài hạn đến hạn trả),Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay dài hạn đến hạn trả),150.932.824.856,148.235.246.033,150932824856.0,148235246033.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,15.043.360.671.290,14.327.552.422.929,15043360671290.0,14327552422929.0
