row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,122.874.837.052,51.474.842.755,122874837052.0,51474842755.0
- Trả trước của các bên liên quan,- Trả trước của các bên liên quan,- Trả trước của các bên liên quan,22.999.392.161,25.874.411.327,22999392161.0,25874411327.0
+ Công ty TNHH điện Xekaman 1,+ Công ty TNHH điện Xekaman 1,+ Công ty TNHH điện Xekaman 1,-,2.875.019.166,,2875019166.0
+ Công ty TNHH điện Xekaman 3,+ Công ty TNHH điện Xekaman 3,+ Công ty TNHH điện Xekaman 3,22.359.308.483,22.359.308.483,22359308483.0,22359308483.0
+ Công ty CP Sông Đà 2,+ Công ty CP Sông Đà 2,+ Công ty CP Sông Đà 2,60.000.000,60.000.000,60000000.0,60000000.0
+ Công ty CP Sông Đà 3,+ Công ty CP Sông Đà 3,+ Công ty CP Sông Đà 3,580.083.678,580.083.678,580083678.0,580083678.0
- Trả trước của các đơn vị khác,- Trả trước của các đơn vị khác,- Trả trước của các đơn vị khác,99.875.444.891,25.600.431.428,99875444891.0,25600431428.0
+ Liên danh CMC/ITD/SONGDA,+ Liên danh CMC/ITD/SONGDA,+ Liên danh CMC/ITD/SONGDA,92.009.606.180,-,92009606180.0,
+ Phí ủy thác đầu tư,+ Phí ủy thác đầu tư,+ Phí ủy thác đầu tư,7.493.353.000,-,7493353000.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,-,-,,
Cộng,b) Dài hạn > Cộng,Cộng,122.874.837.052,51.474.842.755,122874837052.0,51474842755.0
