row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2023 VND,01/01/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__01/01/2023 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,5.875.654.813.234,5.553.133.970.169,100.0,,5875654813234.0,5553133970169.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,843.909.844.663,127.944.063.243,110.0,4.0,843909844663.0,127944063243.0
Tiền,Tiền,Tiền,111,,634.709.844.663,71.944.063.243,111.0,,634709844663.0,71944063243.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,209.200.000.000,56.000.000.000,112.0,,209200000000.0,56000000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,1.656.330.384.434,2.322.272.618.561,120.0,,1656330384434.0,2322272618561.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6.1,172.618.561,172.618.561,121.0,61.0,172618561.0,172618561.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,122.0,,,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6.2,1.656.157.765.873,2.322.100.000.000,123.0,62.0,1656157765873.0,2322100000000.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.335.833.011.202,3.078.143.844.985,130.0,,3335833011202.0,3078143844985.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,775.382.393.392,1.013.654.069.318,131.0,7.0,775382393392.0,1013654069318.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,51.360.142.260,81.483.958.164,132.0,8.0,51360142260.0,81483958164.0
Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,3.084.258.483.180,2.649.531.848.953,135.0,9.0,3084258483180.0,2649531848953.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10,1.293.385.630.944,1.269.880.213.369,136.0,10.0,1293385630944.0,1269880213369.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,11,(1.868.553.638.574),(1.936.406.244.819),137.0,11.0,-1868553638574.0,-1936406244819.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,-,139.0,,,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,,1.763.412,6.561.591,140.0,,1763412.0,6561591.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,8,1.763.412,6.561.591,141.0,8.0,1763412.0,6561591.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,39.579.809.523,24.766.881.789,150.0,,39579809523.0,24766881789.0
Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,5,3.054.100.650,3.762.379.198,151.0,5.0,3054100650.0,3762379198.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,19.740.182.849,20.993.485.226,152.0,,19740182849.0,20993485226.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,15,16.785.526.024,11.017.365,153.0,15.0,16785526024.0,11017365.0
Giao dịch mua bán lại trái phiếu,Giao dịch mua bán lại trái phiếu,Giao dịch mua bán lại trái phiếu,154,,-,-,154.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,-,-,155.0,,,
