row_label_raw,row_label_full,- Số đầu năm,Năm 2023VND > 1.936.406.244.819,Năm 2022VND > 72.239.929.758,numeric__Năm 2023VND > 1.936.406.244.819,numeric__Năm 2022VND > 72.239.929.758
+ Trích lập dự phòng,+ Trích lập dự phòng,+ Trích lập dự phòng,56.821.687.179,1.866.166.315.061,56821687179.0,1866166315061.0
+ Hoàn nhập dự phòng,+ Hoàn nhập dự phòng,+ Hoàn nhập dự phòng,(124.674.293.424),(2.000.000.000),-124674293424.0,-2000000000.0
- Số cuối năm,- Số cuối năm,- Số cuối năm,1.868.553.638.574,1.936.406.244.819,1868553638574.0,1936406244819.0
