row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,23,926.075.487.240,617.574.838.246,1.0,23.0,926075487240.0,617574838246.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,926.075.487.240,617.574.838.246,10.0,,926075487240.0,617574838246.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,24,765.561.133.494,571.553.320.532,11.0,24.0,765561133494.0,571553320532.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,160.514.353.746,46.021.517.714,20.0,,160514353746.0,46021517714.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,25,986.512.674.303,3.792.764.337.957,21.0,25.0,986512674303.0,3792764337957.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,26,739.413.694.845,322.322.838.353,22.0,26.0,739413694845.0,322322838353.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,287.206.191.012,155.330.859.570,23.0,,287206191012.0,155330859570.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,-,-,25.0,,,
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,27,(392.318.636),2.037.457.548.067,26.0,27.0,-392318636.0,2037457548067.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,408.005.651.840,1.479.005.469.251,30.0,,408005651840.0,1479005469251.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,1.291.736.894,758.503.368,31.0,28.0,1291736894.0,758503368.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,18.200.000,65.237.836.625,32.0,29.0,18200000.0,65237836625.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,1.273.536.894,(64.479.333.257),40.0,,1273536894.0,-64479333257.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,409.279.188.734,1.414.526.135.994,50.0,,409279188734.0,1414526135994.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,12.532.422.167,201.952.237.413,51.0,30.0,12532422167.0,201952237413.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,31,424.018.888,(8.056.358.883),52.0,31.0,424018888.0,-8056358883.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,396.322.747.679,1.220.630.257.464,60.0,,396322747679.0,1220630257464.0
