row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2023 VND,01/01/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__01/01/2023 VND
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,7.210.646.102.054,7.666.872.498.538,200.0,,7210646102054.0,7666872498538.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.163.596.384.051,1.172.665.691.305,210.0,,1163596384051.0,1172665691305.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,7,485.116.218.890,477.357.633.476,211.0,7.0,485116218890.0,477357633476.0
Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
Vốn kinh doanh ở đơn vị trực thuộc,Vốn kinh doanh ở đơn vị trực thuộc,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
Phải thu nội bộ dài hạn,Phải thu nội bộ dài hạn,Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,678.480.165.161,695.308.057.829,215.0,9.0,678480165161.0,695308057829.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,-,-,216.0,,,
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,745.453.088.673,779.171.147.805,220.0,,745453088673.0,779171147805.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,745.385.003.629,779.171.147.805,221.0,12.0,745385003629.0,779171147805.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.099.473.644.498,1.099.168.942.225,222.0,,1099473644498.0,1099168942225.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(354.088.640.869),(319.997.794.420),223.0,,-354088640869.0,-319997794420.0
Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,224,,-,-,224.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,-,-,225.0,,,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,-,-,226.0,,,
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,68.085.044,-,227.0,13.0,68085044.0,
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.792.138.668,1.714.684.123,228.0,,1792138668.0,1714684123.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(1.724.053.624),(1.714.684.123),229.0,,-1724053624.0,-1714684123.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,,-,-,230.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,-,-,231.0,,,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,-,-,232.0,,,
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,48.849.426.755,48.849.426.755,240.0,,48849426755.0,48849426755.0
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",241,,-,-,241.0,,,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,48.849.426.755,48.849.426.755,242.0,,48849426755.0,48849426755.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6.3,5.245.114.862.580,5.658.129.873.790,250.0,63.0,5245114862580.0,5658129873790.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,3.868.624.290.939,3.868.624.290.939,251.0,,3868624290939.0,3868624290939.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,1.965.728.798.410,1.965.728.798.410,252.0,,1965728798410.0,1965728798410.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,172.567.765.095,173.052.765.095,253.0,,172567765095.0,173052765095.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(761.805.991.864),(349.275.980.654),254.0,,-761805991864.0,-349275980654.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,,-,-,255.0,,,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,7.632.339.995,8.056.358.883,260.0,,7632339995.0,8056358883.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5,-,-,261.0,5.0,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,7.632.339.995,8.056.358.883,262.0,,7632339995.0,8056358883.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,13.086.300.915.288,13.220.006.468.707,270.0,,13086300915288.0,13220006468707.0
