row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,Công ty CP Đầu tư và Phát triển điện,,
Sê San 3A,Sê San 3A,Sê San 3A,Sê San 3A,Sê San 3A,,
Cổ tức phải thu,Sê San 3A > Cổ tức phải thu,Cổ tức phải thu,28.560.000.000,57.120.000.000,28560000000.0,57120000000.0
Cổ tức đã nhận,Sê San 3A > Cổ tức đã nhận,Cổ tức đã nhận,49.980.000.000,48.552.000.000,49980000000.0,48552000000.0
Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,Công ty CP Thủy điện Nậm Chiến,,
Doanh thu cung cấp dịch vụ,Công ty CP Thủy điện Nậm Chiến > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,114.131.507,101.093.645,114131507.0,101093645.0
Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,Công ty CP Thủy điện Cần Đơn,,
Chi phí giá vốn,Công ty CP Thủy điện Cần Đơn > Chi phí giá vốn,Chi phí giá vốn,241.125.548.073,343.329.069.058,241125548073.0,343329069058.0
"Trả nợ gốc, Lãi cho vay","Công ty CP Thủy điện Cần Đơn > Trả nợ gốc, Lãi cho vay","Trả nợ gốc, Lãi cho vay",11.000.098.634,135.409.053.523,11000098634.0,135409053523.0
Cổ tức đã nhận,Công ty CP Thủy điện Cần Đơn > Cổ tức đã nhận,Cổ tức đã nhận,101.967.062.400,45.709.372.800,101967062400.0,45709372800.0
Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,Công ty CP Tư vấn Sông Đà,,
Doanh thu cung cấp dịch vụ,Công ty CP Tư vấn Sông Đà > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,560.122.551,625.152.573,560122551.0,625152573.0
Chi phí giá vốn,Công ty CP Tư vấn Sông Đà > Chi phí giá vốn,Chi phí giá vốn,44.280.478,-,44280478.0,
Cổ tức đã nhận,Công ty CP Tư vấn Sông Đà > Cổ tức đã nhận,Cổ tức đã nhận,798.660.000,665.550.000,798660000.0,665550000.0
Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,Công ty CP Cơ khí Lắp máy Sông Đà,,
Doanh thu phụ phí,Công ty CP Cơ khí Lắp máy Sông Đà > Doanh thu phụ phí,Doanh thu phụ phí,1.810.283.850,429.332.681,1810283850.0,429332681.0
Chi phí giá vốn,Công ty CP Cơ khí Lắp máy Sông Đà > Chi phí giá vốn,Chi phí giá vốn,22.992.346.014,429.332.681,22992346014.0,429332681.0
Lãi cho vay,Công ty CP Cơ khí Lắp máy Sông Đà > Lãi cho vay,Lãi cho vay,952.621,190.530.518,952621.0,190530518.0
"Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Công ty CP Cơ khí Lắp máy Sông Đà > Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng",3.000.000.000,3.501.839.706,3000000000.0,3501839706.0
Công ty CP điện Việt Lào,Công ty CP điện Việt Lào,Công ty CP điện Việt Lào,Công ty CP điện Việt Lào,Công ty CP điện Việt Lào,,
Doanh thu cung cấp dịch vụ,Công ty CP điện Việt Lào > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,801.861.036,801.861.036,801861036.0,801861036.0
Lãi cho vay,Công ty CP điện Việt Lào > Lãi cho vay,Lãi cho vay,55.294.907.751,49.568.731.109,55294907751.0,49568731109.0
Cổ tức đã nhận,Công ty CP điện Việt Lào > Cổ tức đã nhận,Cổ tức đã nhận,224.690.070.000,194.111.160.000,224690070000.0,194111160000.0
Công ty CP Phát triển nhà Khánh Hòa,Công ty CP Phát triển nhà Khánh Hòa,Công ty CP Phát triển nhà Khánh Hòa,Công ty CP Phát triển nhà Khánh Hòa,Công ty CP Phát triển nhà Khánh Hòa,,
Doanh thu phí bảo lãnh,Công ty CP Phát triển nhà Khánh Hòa > Doanh thu phí bảo lãnh,Doanh thu phí bảo lãnh,-,10.553.154,,10553154.0
Chi phí công trình,Công ty CP Phát triển nhà Khánh Hòa > Chi phí công trình,Chi phí công trình,-,3.366.669.444,,3366669444.0
Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,,
Doanh thu cung cấp dịch vụ,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,381.782.179,447.017.968,381782179.0,447017968.0
