row_label_raw,row_label_full,- Số đầu năm,Năm 2023VND > 349.275.980.654,Năm 2022VND > 211.763.343.055,numeric__Năm 2023VND > 349.275.980.654,numeric__Năm 2022VND > 211.763.343.055
+ Trích lập dự phòng,+ Trích lập dự phòng,+ Trích lập dự phòng,412.530.011.210,137.935.882.108,412530011210.0,137935882108.0
+ Hoàn nhập dự phòng,+ Hoàn nhập dự phòng,+ Hoàn nhập dự phòng,-,(423.244.509),,-423244509.0
- Số cuối năm,- Số cuối năm,- Số cuối năm,761.805.991.864,349.275.980.654,761805991864.0,349275980654.0
