row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc,Miền Nam,Khác,Bù trừ,Tổng cộng,numeric__Miền Bắc,numeric__Miền Nam,numeric__Khác,numeric__Bù trừ,numeric__Tổng cộng
Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,3.261.710,3.964.715,1.979.769,-,9.206.194,3261710.0,3964715.0,1979769.0,,9206194.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(1.720.719),(1.471),(25.219),-,(1.747.409),-1720719.0,-1471.0,-25219.0,,-1747409.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,117,-,-,-,117,117.0,,,,117.0
Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,1.541.108,3.963.244,1.954.550,-,7.458.902,1541108.0,3963244.0,1954550.0,,7458902.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,655.187.265,337.811.728,110.880.827,(8.818.978),1.095.060.842,655187265.0,337811728.0,110880827.0,-8818978.0,1095060842.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,596.696.464,332.053.864,107.659.042,(5.113.811),1.031.295.559,596696464.0,332053864.0,107659042.0,-5113811.0,1031295559.0
