row_label_raw,row_label_full,col_0,Số dư đầu năm(trình bày lại)triệu đồng,Phát sinh trong năm > Số phải nộptriệu đồng,Phát sinh trong năm > Số đã nộptriệu đồng,Số dư cuối nămtriệu đồng,numeric__Số dư đầu năm(trình bày lại)triệu đồng,numeric__Phát sinh trong năm > Số phải nộptriệu đồng,numeric__Phát sinh trong năm > Số đã nộptriệu đồng,numeric__Số dư cuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,30.033,315.520,(313.101),32.452,30033.0,315520.0,-313101.0,32452.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,177.602,1.747.418,(1.793.430),131.590,177602.0,1747418.0,-1793430.0,131590.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,79.635,824.242,(768.332),135.545,79635.0,824242.0,-768332.0,135545.0
,,,287.270,2.887.180,(2.874.863),299.587,287270.0,2887180.0,-2874863.0,299587.0
