row_label_raw,row_label_full,col_0,2017triệu đồng,2016triệu đồng,numeric__2017triệu đồng,numeric__2016triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ nợ xấu đã được xử lý,Thu nhập từ hoạt động khác > Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,2.654.831,2.056.782,2654831.0,2056782.0
Thu từ các công cụ tài chính phải sinh khác,Thu nhập từ hoạt động khác > Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,231.010,78.700,231010.0,78700.0
"Thu từ chuyển nhượng, thanh lý tài sản","Thu nhập từ hoạt động khác > Thu từ chuyển nhượng, thanh lý tài sản","Thu từ chuyển nhượng, thanh lý tài sản",42.833,57.050,42833.0,57050.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,305.238,353.796,305238.0,353796.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,
Chi về các công cụ tài chính phải sinh khác,Chi phí cho hoạt động khác > Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(255.667),(290.391),-255667.0,-290391.0
"Chi từ chuyển nhượng, thanh lý tài sản","Chi phí cho hoạt động khác > Chi từ chuyển nhượng, thanh lý tài sản","Chi từ chuyển nhượng, thanh lý tài sản",(5.259),(47.773),-5259.0,-47773.0
Chi phí khác,Chi phí cho hoạt động khác > Chi phí khác,Chi phí khác,(978.114),(909.401),-978114.0,-909401.0
Lãi thuần từ hoạt động khác,Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.994.872,1.298.763,1994872.0,1298763.0
