row_label_raw,row_label_full,col_0,2017triệu đồng,2016(trình bày lại)triệu đồng,numeric__2017triệu đồng,numeric__2016(trình bày lại)triệu đồng
Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),9.206.194,8.453.703,9206194.0,8453703.0
- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(230.387),(27.436),-230387.0,-27436.0
- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,(557.308),(443.130),-557308.0,-443130.0
- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,(307.164),(73.325),-307164.0,-73325.0
- Biến động dự phòng chung cho các khoản cho vaykhi hợp nhất báo cáo tài chính,- Biến động dự phòng chung cho các khoản cho vaykhi hợp nhất báo cáo tài chính,- Biến động dự phòng chung cho các khoản cho vaykhi hợp nhất báo cáo tài chính,5.666,532,5666.0,532.0
- Khác,- Khác,- Khác,46.917,88.707,46917.0,88707.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,8.163.918,7.999.051,8163918.0,7999051.0
Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,1.632.784,1.600.146,1632784.0,1600146.0
Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,114.625,88.635,114625.0,88635.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,1.747.409,1.688.781,1747409.0,1688781.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,177.602,155.920,177602.0,155920.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.793.430),(1.660.986),-1793430.0,-1660986.0
Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,9,(6.113),9.0,-6113.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,131.590,177.602,131590.0,177602.0
