row_label_raw,row_label_full,col_0,Thuyết minh,2017 triệu đồng,2016 triệu đồng,numeric__Thuyết minh,numeric__2017 triệu đồng,numeric__2016 triệu đồng
Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(1.895.466),(2.224.254),,-1895466.0,-2224254.0
Giảm/(tăng) các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,3.496.089,(9.726.307),,3496089.0,-9726307.0
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,153.928,(682.690),,153928.0,-682690.0
Tăng các khoản cho vay khách hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(121.036.561),(123.541.758),,-121036561.0,-123541758.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(7.663.701),(1.482.318),,-7663701.0,-1482318.0
Tăng khác về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(9.183.172),(1.868.571),,-9183172.0,-1868571.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,139.860.930,156.101.473,,139860930.0,156101473.0
Tăng/(giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng/(giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,10.398.482,(8.418.698),,10398482.0,-8418698.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","Tăng/(giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,30.006.898,(14.017.349),,30006898.0,-14017349.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,97.875.190,162.100.084,,97875190.0,162100084.0
(Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),(Giảm)/tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(1.347.680),2.988.956,,-1347680.0,2988956.0
"Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,288.690,(48.161.779),,288690.0,-48161779.0
Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,(117.619),,,-117619.0
Tăng khác về công nợ hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,2.639.973,61.730.621,,2639973.0,61730621.0
Chi từ quỹ của tổ chức tín dụng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,,(623),(2.743),,-623.0,-2743.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,23.949.197,34.430.008,,23949197.0,34430008.0
