row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017triệu đồng,Ngày 31 tháng 12năm 2016triệu đồng,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__Ngày 31 tháng 12năm 2016triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,2.910.939,1.502.806,2910939.0,1502806.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,2.907.488,1.502.806,2907488.0,1502806.0
Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,3.451,-,3451.0,
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,671.504,471.864,671504.0,471864.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,10,1.767,10.0,1767.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,671.494,470.097,671494.0,470097.0
Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,20.000,-,20000.0,
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,20.000,-,20000.0,
,,,3.602.443,1.974.670,3602443.0,1974670.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(73.461),(79.980),-73461.0,-79980.0
,,,3.528.982,1.894.690,3528982.0,1894690.0
