row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017triệu đồng,%,Ngày 31 tháng 12năm 2016triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2016triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,30.642.778,"3,88",36.108.050,"5,45",30642778.0,3.88,36108050.0,5.45
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,51.982.101,"6,57",59.059.510,"8,92",51982101.0,6.57,59059510.0,8.92
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,7.321.453,"0,93",5.578.225,"0,84",7321453.0,0.93,5578225.0,0.84
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,168.898.190,"21,36",132.337.779,"19,99",168898190.0,21.36,132337779.0,19.99
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,39.887.528,"5,04",40.569.939,"6,13",39887528.0,5.04,40569939.0,6.13
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,228.977.373,"28,96",175.651.457,"26,54",228977373.0,28.96,175651457.0,26.54
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,67.494,"0,01",31.921,"0,00",67494.0,0.01,31921.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,14.515.648,"1,84",17.805.279,"2,69",14515648.0,1.84,17805279.0,2.69
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,47.013.578,"5,95",37.704.068,"5,70",47013578.0,5.95,37704068.0,5.7
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.317.511,"0,17",1.075.014,"0,16",1317511.0,0.17,1075014.0,0.16
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",196.444.680,"24,84",152.700.606,"23,07",196444680.0,24.84,152700606.0,23.07
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,2.792.703,"0,35",3.352.178,"0,51",2792703.0,0.35,3352178.0,0.51
,,,827.022,"0,10",13.771,"0,00",827022.0,0.1,13771.0,0.0
,,,790.688.059,100,661.987.797,100,790688059.0,100.0,661987797.0,100.0
