row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017VND,Ngày 31 tháng 12năm 2016VND,numeric__Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2016VND
USD,USD,USD,22.425,22.159,22425.0,22159.0
EUR,EUR,EUR,27.208,23.780,27208.0,23780.0
GBP,GBP,GBP,30.646,27.911,30646.0,27911.0
CHF,CHF,CHF,23.294,22.215,23294.0,22215.0
JPY,JPY,JPY,"201,42","193,46",201.42,193.46
SGD,SGD,SGD,17.010,15.617,17010.0,15617.0
CAD,CAD,CAD,18.123,16.835,18123.0,16835.0
AUD,AUD,AUD,17.740,16.338,17740.0,16338.0
NZD,NZD,NZD,16.158,15.694,16158.0,15694.0
THB,THB,THB,"697,45","626,86",697.45,626.86
SEK,SEK,SEK,2.765,2.483,2765.0,2483.0
NOK,NOK,NOK,2.766,2.618,2766.0,2618.0
DKK,DKK,DKK,3.654,3.201,3654.0,3201.0
HKD,HKD,HKD,2.906,2.916,2906.0,2916.0
CNY,CNY,CNY,3.486,3.247,3486.0,3247.0
KRW,KRW,KRW,"21,30","18,64",21.3,18.64
LAK,LAK,LAK,"2,90","2,78",2.9,2.78
MYR,MYR,MYR,5.327,5.042,5327.0,5042.0
