row_label_raw,row_label_full,col_0,Thuyết minh,2017 triệu đồng,2016 triệu đồng,numeric__Thuyết minh,numeric__2017 triệu đồng,numeric__2016 triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,,(1.784.649),(1.852.272),,-1784649.0,-1852272.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,43.701,13.348,,43701.0,13348.0
"Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định",,(5.277),(8.573),,-5277.0,-8573.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(24.000),,,-24000.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,600.000,219.588,,600000.0,219588.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,231.582,112.602,,231582.0,112602.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(914.643),(1.539.307),,-914643.0,-1539307.0
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNHCổ tức trả cho cổ đông,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNHCổ tức trả cho cổ đông,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNHCổ tức trả cho cổ đông,,(5.212.766),-,,-5212766.0,
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(5.212.766),-,,-5212766.0,
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,17.821.788,32.890.701,,17821788.0,32890701.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,113.814.949,80.882.722,,113814949.0,80882722.0
Điều chính ảnh hưởng của thay đổi tỷ giá,Điều chính ảnh hưởng của thay đổi tỷ giá,Điều chính ảnh hưởng của thay đổi tỷ giá,,70.590,41.526,,70590.0,41526.0
Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,131.707.327,113.814.949,35.0,131707327.0,113814949.0
