row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017triệu đồng,Ngày 31 tháng 12năm 2016triệu đồng,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__Ngày 31 tháng 12năm 2016triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,125.287.262,124.945.799,125287262.0,124945799.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,52.508.513,55.310.868,52508513.0,55310868.0
Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,26.696.702,25.133.435,26696702.0,25133435.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,46.082.047,44.501.496,46082047.0,44501496.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,472.399,628.095,472399.0,628095.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,472.399,628.095,472399.0,628095.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(606.234),(472.121),-606234.0,-472121.0
Trong đó:,Trong đó:,Trong đó:,,,,
Dự phòng giảm giá,Trong đó: > Dự phòng giảm giá,Dự phòng giảm giá,(120.039),(164.496),-120039.0,-164496.0
Dự phòng chung,Trong đó: > Dự phòng chung,Dự phòng chung,(486.195),(307.625),-486195.0,-307625.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,-,,
,,,125.153.427,125.101.773,125153427.0,125101773.0
