row_label_raw,row_label_full,Ông Nguyễn Văn Thắng,Chủ tịch,numeric__Chủ tịch
Ông Lê Đức Thọ,Ông Lê Đức Thọ,Ông Lê Đức Thọ,Thành viên kiểm Tổng Giám đốc,
Bà Nguyễn Hồng Vân,Bà Nguyễn Hồng Vân,Bà Nguyễn Hồng Vân,Thành viên,
Ông Cát Quang Dương,Ông Cát Quang Dương,Ông Cát Quang Dương,Thành viên,
Ông Yotaro Agari,Ông Yotaro Agari,Ông Yotaro Agari,Thành viên,
Ông Phùng Khắc Kế,Ông Phùng Khắc Kế,Ông Phùng Khắc Kế,Thành viên,
Bà Trần Thu Huyền,Bà Trần Thu Huyền,Bà Trần Thu Huyền,Thành viên,
Ông Hiroshi Yamaguchi,Ông Hiroshi Yamaguchi,Ông Hiroshi Yamaguchi,Thành viên (bầu bổ sung ngày 17/04/2017),
Ông Michael Knight Ipson,Ông Michael Knight Ipson,Ông Michael Knight Ipson,Thành viên (thời giữ chức vụ từ ngày 17/04/2017),
Ông Hiroyuki Nagata,Ông Hiroyuki Nagata,Ông Hiroyuki Nagata,Thành viên (thời giữ chức vụ từ ngày 17/04/2017),
