row_label_raw,row_label_full,Chỉ tiêu,Dịch vụ tài chính ngân hàng,Dịch vụ tài chính phi ngân hàng,Khác,Điều chỉnh,Tổng cộng,numeric__Dịch vụ tài chính ngân hàng,numeric__Dịch vụ tài chính phi ngân hàng,numeric__Khác,numeric__Điều chỉnh,numeric__Tổng cộng
I. Doanh thu,I. Doanh thu,I. Doanh thu,73.911.898,1.622.751,899.602,49.874,76.484.125,73911898.0,1622751.0,899602.0,49874.0,76484125.0
1. Doanh thu lãi,1. Doanh thu lãi,1. Doanh thu lãi,64.924.829,347.995,103.184,(98.809),65.277.199,64924829.0,347995.0,103184.0,-98809.0,65277199.0
- Doanh thu lãi từ khách hàng bên ngoài,- Doanh thu lãi từ khách hàng bên ngoài,- Doanh thu lãi từ khách hàng bên ngoài,64.919.990,330.791,97.820,(71.402),65.277.199,64919990.0,330791.0,97820.0,-71402.0,65277199.0
- Doanh thu lãi từ nội bộ,- Doanh thu lãi từ nội bộ,- Doanh thu lãi từ nội bộ,4.839,17.204,5.364,(27.407),-,4839.0,17204.0,5364.0,-27407.0,
2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,3.239.970,1.164.333,33.343,(135.315),4.302.331,3239970.0,1164333.0,33343.0,-135315.0,4302331.0
3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,5.747.099,110.423,763.075,283.998,6.904.595,5747099.0,110423.0,763075.0,283998.0,6904595.0
II. Chi phí,II. Chi phí,II. Chi phí,(57.099.425),(1.334.387),(755.222),255.002,(58.934.032),-57099425.0,-1334387.0,-755222.0,255002.0,-58934032.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,(38.241.311),(48.935),(12.775),98.809,(38.204.212),-38241311.0,-48935.0,-12775.0,98809.0,-38204212.0
- Chi phí lãi từ khách hàng bên ngoài,- Chi phí lãi từ khách hàng bên ngoài,- Chi phí lãi từ khách hàng bên ngoài,(38.210.798),(7.731),(12.769),27.086,(38.204.212),-38210798.0,-7731.0,-12769.0,27086.0,-38204212.0
- Chi phí lãi từ nội bộ,- Chi phí lãi từ nội bộ,- Chi phí lãi từ nội bộ,(30.513),(41.204),(6),71.723,-,-30513.0,-41204.0,-6.0,71723.0,
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,(1.147.309),(7.671),(4.933),-,(1.159.913),-1147309.0,-7671.0,-4933.0,,-1159913.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(17.710.805),(1.277.781),(737.514),156.193,(19.569.907),-17710805.0,-1277781.0,-737514.0,156193.0,-19569907.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,16.812.473,288.364,144.380,304.876,17.550.093,16812473.0,288364.0,144380.0,304876.0,17550093.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,(8.324.219),(6.970),(6.414),(6.296),(8.343.899),-8324219.0,-6970.0,-6414.0,-6296.0,-8343899.0
Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,8.488.254,281.394,137.966,298.580,9.206.194,8488254.0,281394.0,137966.0,298580.0,9206194.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(1.664.885),(57.484),(25.039),-,(1.747.409),-1664885.0,-57484.0,-25039.0,,-1747409.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,-,357,(240),-,117,,357.0,-240.0,,117.0
Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,6.823.368,224.267,112.687,298.580,7.458.902,6823368.0,224267.0,112687.0,298580.0,7458902.0
III. Tài sản,III. Tài sản,III. Tài sản,1.095.853.341,5.248.992,2.777.487,(8.818.978),1.095.060.842,1095853341.0,5248992.0,2777487.0,-8818978.0,1095060842.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,5.926.697,3.003,50.133,-,5.979.833,5926697.0,3003.0,50133.0,,5979833.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,11.313.415,75.293,47.819,-,11.436.527,11313415.0,75293.0,47819.0,,11436527.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,1.078.613.229,5.170.696,2.679.535,(8.818.978),1.077.644.482,1078613229.0,5170696.0,2679535.0,-8818978.0,1077644482.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,1.032.815.905,2.298.910,1.294.555,(5.113.811),1.031.295.559,1032815905.0,2298910.0,1294555.0,-5113811.0,1031295559.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1.029.239.872,1.718.091,1.275.820,(5.115.272),1.027.118.511,1029239872.0,1718091.0,1275820.0,-5115272.0,1027118511.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,3.576.033,580.819,18.735,1.461,4.177.048,3576033.0,580819.0,18735.0,1461.0,4177048.0
