row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
(i),(i),(i),Doanh thu bán hàng,,,,,
(i),(i) > (i),(i),Công ty Cổ phần Cảng Xanh VIP,14.387.443.152,11.056.543.917,,14387443152.0,11056543917.0
(i),(i) > (i),(i),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,14.378.548.981,12.187.235.078,,14378548981.0,12187235078.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,38.448.739.102,29.425.862.434,,38448739102.0,29425862434.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,13.739.897.347,8.295.282.640,,13739897347.0,8295282640.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,9.312.703.848,5.553.713.680,,9312703848.0,5553713680.0
(i),(i) > (i),(i),,90.267.332.430,66.518.637.749,,90267332430.0,66518637749.0
(ii),(ii),(ii),Doanh thu cung cấp dịch vụ,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Cảng Xanh VIP,9.384.000.000,8.724.000.000,,9384000000.0,8724000000.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,1.116.000.000,-,,1116000000.0,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Container Miền Trung,125.665.000,71.635.000,,125665000.0,71635000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,3.926.765.237,2.631.344.097,,3926765237.0,2631344097.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,1.416.000.000,336.000.000,,1416000000.0,336000000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,1.116.000.000,456.000.000,,1116000000.0,456000000.0
(ii),(ii) > (ii),(ii),,17.084.430.237,12.218.979.097,,17084430237.0,12218979097.0
(iii),(iii),(iii),Bán tài sản cố định,,,,,
(iii),(iii) > (iii),(iii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,463.636.359,-,,463636359.0,
(iv),(iv),(iv),Thanh lý vật tư và chi phí trả trước,,,,,
(iv),(iv) > (iv),(iv),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,-,19.064.104.296,,,19064104296.0
