row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,706.063.687.329,312.617.935.178,,,706063687329.0,312617935178.0
110,110,110,Tiền và các khoản tương đương tiền,3,633.997.287.489,214.950.878.788,,3.0,633997287489.0,214950878788.0
111,111,111,Tiền,,565.075.300.060,36.872.340.406,,,565075300060.0,36872340406.0
112,112,112,Các khoản tương đương tiền,,68.921.987.429,178.078.538.382,,,68921987429.0,178078538382.0
120,120,120,Đầu tư tài chính ngắn hạn,,1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,8(a),1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,57.834.970.525,85.459.811.142,,,57834970525.0,85459811142.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,40.019.688.716,24.132.891.501,,4.0,40019688716.0,24132891501.0
132,132,132,Trả trước cho người bán ngắn hạn,,71.708.647,97.711.590,,,71708647.0,97711590.0
135,135,135,Phải thu về cho vay ngắn hạn,5(a),1.789.473.698,12.686.407.947,,,1789473698.0,12686407947.0
136,136,136,Phải thu ngắn hạn khác,6,16.272.427.985,48.861.128.625,,6.0,16272427985.0,48861128625.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,6,(318.328.521),(318.328.521),,6.0,-318328521.0,-318328521.0
140,140,140,Hàng tồn kho,,1.214.274.739,466.822.694,,,1214274739.0,466822694.0
141,141,141,Hàng tồn kho,,1.214.274.739,466.822.694,,,1214274739.0,466822694.0
150,150,150,Tài sản ngắn hạn khác,,12.017.154.576,10.740.422.554,,,12017154576.0,10740422554.0
152,152,152,Thuế Giá trị Gia tăng (“GTGT”) được khấu trừ,10(a),10.775.773.325,10.740.422.554,,,10775773325.0,10740422554.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,10(a),1.241.381.251,-,,,1241381251.0,
200,200,200,TÀI SẢN DÀI HẠN,,1.410.304.529.156,1.033.632.247.755,,,1410304529156.0,1033632247755.0
210,210,210,Các khoản phải thu dài hạn,,2.526.315.786,17.784.015.594,,,2526315786.0,17784015594.0
215,215,215,Phải thu về cho vay dài hạn,5(b),2.526.315.786,17.784.015.594,,,2526315786.0,17784015594.0
220,220,220,Tài sản cố định,,22.083.379.119,22.981.972.864,,,22083379119.0,22981972864.0
221,221,221,Tài sản cố định hữu hình,7(a),16.601.313.821,17.423.363.082,,,16601313821.0,17423363082.0
222,222,222,Nguyên giá,,64.929.033.541,67.750.195.941,,,64929033541.0,67750195941.0
223,223,223,Giá trị khấu hao lũy kế,,(48.327.719.720),(50.326.832.859),,,-48327719720.0,-50326832859.0
227,227,227,Tài sản cố định vô hình,7(b),5.482.065.298,5.558.609.782,,,5482065298.0,5558609782.0
228,228,228,Nguyên giá,,6.099.124.701,6.099.124.701,,,6099124701.0,6099124701.0
229,229,229,Giá trị khấu hao lũy kế,,(617.059.403),(540.514.919),,,-617059403.0,-540514919.0
250,250,250,Đầu tư tài chính dài hạn,,1.385.146.443.286,992.653.707.286,,,1385146443286.0,992653707286.0
251,251,251,Đầu tư vào công ty con,8(b),895.075.000.000,895.075.000.000,,,895075000000.0,895075000000.0
252,252,252,Đầu tư vào công ty liên kết,8(b),489.916.443.286,97.423.707.286,,,489916443286.0,97423707286.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,8(b),155.000.000,155.000.000,,,155000000.0,155000000.0
260,260,260,Tài sản dài hạn khác,,548.390.965,212.552.011,,,548390965.0,212552011.0
261,261,261,Chi phí trả trước dài hạn,,548.390.965,212.552.011,,,548390965.0,212552011.0
270,270,270,TỔNG TÀI SẢN,,2.116.368.216.485,1.346.250.182.933,,,2116368216485.0,1346250182933.0
