row_label_raw,row_label_full,col_0,"Nơi thànhlập, đăng kýhoạt động",31.12.2021,31.12.2021_1,31.12.2020,31.12.2020_1,"numeric__Nơi thànhlập, đăng kýhoạt động",numeric__31.12.2021,numeric__31.12.2021_1,numeric__31.12.2020,numeric__31.12.2020_1
,,,"Nơi thànhlập, đăng kýhoạt động",Tỷ lệsở hữu,Tỷ lệbiểu quyếtnấm giữ,Tỷ lệsở hữu,Tỷ lệbiểu quyếtnấm giữ,,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
1) Công ty Cổ phần Cắngdịch vụ Dầu khí Đình Vũ,Công ty liên kết > 1) Công ty Cổ phần Cắngdịch vụ Dầu khí Đình Vũ,1) Công ty Cổ phần Cắngdịch vụ Dầu khí Đình Vũ,Hải Phòng,22%,22%,22%,22%,,0.22,0.22,0.22,0.22
2) Công ty Cổ phầnLogistics Cắng Đà Nẵng,Công ty liên kết > 2) Công ty Cổ phầnLogistics Cắng Đà Nẵng,2) Công ty Cổ phầnLogistics Cắng Đà Nẵng,Đà Nẵng,31%,31%,31%,31%,,0.31,0.31,0.31,0.31
3) Công ty TNHH TuyênContainer T.S Hà Nội,Công ty liên kết > 3) Công ty TNHH TuyênContainer T.S Hà Nội,3) Công ty TNHH TuyênContainer T.S Hà Nội,Hải Phòng,30%,30%,30%,30%,,0.3,0.3,0.3,0.3
4) Công ty Cổ phần CắngVIMC Đình Vũ,Công ty liên kết > 4) Công ty Cổ phần CắngVIMC Đình Vũ,4) Công ty Cổ phần CắngVIMC Đình Vũ,Hải Phòng,36%,36%,-,-,,0.36,0.36,,
