row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,111.810.661.429,76.846.701.380,,,111810661429.0,76846701380.0
310,310,310,Nợ ngắn hạn,,110.568.202.929,76.816.701.380,,,110568202929.0,76816701380.0
311,311,311,Phải trả người bán ngắn hạn,9,3.756.088.527,15.148.422.953,,9.0,3756088527.0,15148422953.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.767.719.458,1.283.536.085,,,1767719458.0,1283536085.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,10(b),2.117.363.304,1.847.219.189,,,2117363304.0,1847219189.0
314,314,314,Phải trả người lao động,11,8.108.614.589,5.768.734.921,,11.0,8108614589.0,5768734921.0
315,315,315,Chi phí phải trả ngắn hạn,,157.814.118,-,,,157814118.0,
319,319,319,Phải trả ngắn hạn khác,12,91.793.032.787,36.450.110.455,,12.0,91793032787.0,36450110455.0
322,322,322,"Quỹ khen thưởng, phúc lợi",13,2.867.570.146,16.318.677.777,,13.0,2867570146.0,16318677777.0
330,330,330,Nợ dài hạn,,1.242.458.500,30.000.000,,,1242458500.0,30000000.0
337,337,337,Phải trả dài hạn khác,,30.000.000,30.000.000,,,30000000.0,30000000.0
342,342,342,Dự phòng phải trả dài hạn,,1.212.458.500,-,,,1212458500.0,
400,400,400,VỐN CHỦ SỞ HỮU,,2.004.557.555.056,1.269.403.481.553,,,2004557555056.0,1269403481553.0
410,410,410,Vốn chủ sở hữu,,2.004.557.555.056,1.269.403.481.553,,,2004557555056.0,1269403481553.0
411,411,411,Vốn góp của chủ sở hữu,"14,15",1.100.281.540.000,551.227.980.000,,14.15,1100281540000.0,551227980000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.100.281.540.000,551.227.980.000,,,1100281540000.0,551227980000.0
412,412,412,Thặng dư vốn cổ phần,15,36.141.891.246,36.141.891.246,,15.0,36141891246.0,36141891246.0
418,418,418,Quỹ đầu tư phát triển,15,646.734.369.757,646.734.369.757,,15.0,646734369757.0,646734369757.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,15,221.399.754.053,35.299.240.550,,15.0,221399754053.0,35299240550.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,-,32.604.871.162,,,,32604871162.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,221.399.754.053,2.694.369.388,,,221399754053.0,2694369388.0
440,440,440,TỔNG NGUỒN VỐN,,2.116.368.216.485,1.346.250.182.933,,,2116368216485.0,1346250182933.0
