row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,162.568.460.428,117.419.259.674,,,162568460428.0,117419259674.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,17,162.568.460.428,117.419.259.674,,17.0,162568460428.0,117419259674.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,18,(137.272.931.889),(106.472.440.025),,18.0,-137272931889.0,-106472440025.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,25.295.528.539,10.946.819.649,,,25295528539.0,10946819649.0
21,02 > 21,21,Doanh thu hoạt động tài chính,19,245.975.454.507,86.474.363.929,,19.0,245975454507.0,86474363929.0
22,02 > 22,22,Chi phí tài chính,,(113.441.685),(59.820.936),,,-113441685.0,-59820936.0
25,02 > 25,25,Chi phí bán hàng,,-,(40.000.000),,,,-40000000.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,20,(21.965.097.612),(13.541.287.946),,20.0,-21965097612.0,-13541287946.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,249.192.443.749,83.780.074.696,,,249192443749.0,83780074696.0
31,02 > 31,31,Thu nhập khác,,1.663.304.339,3.699.544.938,,,1663304339.0,3699544938.0
40,02 > 40,40,Thu nhập khác,,1.663.304.339,3.699.544.938,,,1663304339.0,3699544938.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,250.855.748.088,87.479.619.634,,,250855748088.0,87479619634.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,21,(1.712.436.585),(2.101.053.246),,21.0,-1712436585.0,-2101053246.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,21,-,-,,21.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,249.143.311.503,85.378.566.388,,,249143311503.0,85378566388.0
