row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,7.002.366,6.575.364,7002366.0,6575364.0
- Chi phí xây dựng cơ bản dở dang(thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(thuyết minh số 15.1),2.606.201,2.734.415,2606201.0,2734415.0
- Các khoản phải thu khác (thuyết minh số 15.2),- Các khoản phải thu khác (thuyết minh số 15.2),- Các khoản phải thu khác (thuyết minh số 15.2),4.396.165,3.840.949,4396165.0,3840949.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",10.256.461,8.427.867,10256461.0,8427867.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,2.270.560,2.127.866,2270560.0,2127866.0
- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,82.960,82.960,82960.0,82960.0
- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,1.561.040,1.449.510,1561040.0,1449510.0
- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,524.449,474.535,524449.0,474535.0
- Tài sản Có khác,- Tài sản Có khác,- Tài sản Có khác,102.111,120.861,102111.0,120861.0
Dự phòng rủi ro cho các tài sản Có nội bảngkhác (thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bảngkhác (thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bảngkhác (thuyết minh số 15.3),(399.370),(372.238),-399370.0,-372238.0
,,,19.130.017,16.758.859,19130017.0,16758859.0
