row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,10.817.959,11.254.269,10817959.0,11254269.0
- Bằng VND,- Bằng VND,- Bằng VND,4.258.385,8.031.470,4258385.0,8031470.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.559.574,3.222.799,6559574.0,3222799.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,7.788.250,14.622.569,7788250.0,14622569.0
- Bằng VND,- Bằng VND,- Bằng VND,3.700.000,10.070.294,3700000.0,10070294.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,4.088.250,4.552.275,4088250.0,4552275.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,52.802.266,60.833.747,52802266.0,60833747.0
- Bằng VND,- Bằng VND,- Bằng VND,2.026.860,7.110.545,2026860.0,7110545.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,50.775.406,53.723.202,50775406.0,53723202.0
,,,71.408.475,86.710.585,71408475.0,86710585.0
