row_label_raw,row_label_full,col_0,Thuyết minh,2018 Triệu đồng,2017 Triệu đồng,numeric__Thuyết minh,numeric__2018 Triệu đồng,numeric__2017 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,24,87.487.692,76.014.568,24.0,87487692.0,76014568.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(54.091.700),(46.395.374),25.0,-54091700.0,-46395374.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,33.395.992,29.619.194,,33395992.0,29619194.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,26,5.012.060,3.950.336,26.0,5012060.0,3950336.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,26,(2.005.138),(1.510.903),26.0,-2005138.0,-1510903.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,3.006.922,2.439.433,26.0,3006922.0,2439433.0
Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,27,980.595,611.332,27.0,980595.0,611332.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,28.1,476.315,369.176,281.0,476315.0,369176.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,28.2,239.309,325.162,282.0,239309.0,325162.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,29,5.081.791,4.504.210,29.0,5081791.0,4504210.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,29,(1.509.893),(1.305.613),29.0,-1509893.0,-1305613.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,3.571.898,3.198.597,29.0,3571898.0,3198597.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",30,259.667,1.084.376,30.0,259667.0,1084376.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,41.930.698,37.647.270,,41930698.0,37647270.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,31,(8.255.569),(7.903.003),31.0,-8255569.0,-7903003.0
Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,31,(861.028),(837.150),31.0,-861028.0,-837150.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(5.637.133),(5.096.044),,-5637133.0,-5096044.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,31,(14.753.730),(13.836.197),31.0,-14753730.0,-13836197.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,27.176.968,23.811.073,,27176968.0,23811073.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(18.258.517),(15.646.545),,-18258517.0,-15646545.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,8.918.451,8.164.528,,8918451.0,8164528.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,33,(1.743.414),(1.571.363),33.0,-1743414.0,-1571363.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(1.743.414),(1.571.363),,-1743414.0,-1571363.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,7.175.037,6.593.165,,7175037.0,6593165.0
