row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay Triệu đồng,Tổng tiền gửi Triệu đồng,Các cam kết tín dụng Triệu đồng,CCTCphái sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu đồng,Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)Triệu đồng,numeric__Tổng dư nợ cho vay Triệu đồng,numeric__Tổng tiền gửi Triệu đồng,numeric__Các cam kết tín dụng Triệu đồng,numeric__CCTCphái sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)Triệu đồng
Trong nước,Trong nước,Trong nước,977.464.245,1.084.428.384,61.813.465,72.720,139.071.552,977464245.0,1084428384.0,61813465.0,72720.0,139071552.0
Nước ngoài,Nước ngoài,Nước ngoài,422.355,595.545,-,-,7.381,422355.0,595545.0,,,7381.0
,,,977.886.600,1.085.023.929,61.813.465,72.720,139.078.933,977886600.0,1085023929.0,61813465.0,72720.0,139078933.0
