row_label_raw,row_label_full,col_0,Chưa quá hạnTriệu đồng,Đã quá hạnvà chưa bịgiám giáTriệu đồng,Đã quá hạnvà đã tríchlập dự phòngTriệu đồng,Tổng cộngTriệu đồng,numeric__Chưa quá hạnTriệu đồng,numeric__Đã quá hạnvà chưa bịgiám giáTriệu đồng,numeric__Đã quá hạnvà đã tríchlập dự phòngTriệu đồng,numeric__Tổng cộngTriệu đồng
Tiền gửi và cho vay cácTCTD khác,Tiền gửi và cho vay cácTCTD khác,Tiền gửi và cho vay cácTCTD khác,99.208.899,-,146,99.209.045,99208899.0,,146.0,99209045.0
- Tiến gửi tại TCTD khác,- Tiến gửi tại TCTD khác,- Tiến gửi tại TCTD khác,76.778.692,-,-,76.778.692,76778692.0,,,76778692.0
- Cho vay các TCTD khác,- Cho vay các TCTD khác,- Cho vay các TCTD khác,22.430.207,-,146,22.430.353,22430207.0,,146.0,22430353.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,940.576.103,1.551.779,13.328.365,955.456.247,940576103.0,1551779.0,13328365.0,955456247.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,30.216.758,-,257.000,30.473.758,30216758.0,,257000.0,30473758.0
- Chứng khoán đầu tư sẵn sàng để bán,- Chứng khoán đầu tư sẵn sàng để bán,- Chứng khoán đầu tư sẵn sàng để bán,18.927.000,-,-,18.927.000,18927000.0,,,18927000.0
- Chứng khoán đầu tư giữ đến ngày đáo hạn,- Chứng khoán đầu tư giữ đến ngày đáo hạn,- Chứng khoán đầu tư giữ đến ngày đáo hạn,11.289.758,-,257.000,11.546.758,11289758.0,,257000.0,11546758.0
Tổng cộng,Tổng cộng,Tổng cộng,1.070.001.760,1.551.779,13.585.511,1.085.139.050,1070001760.0,1551779.0,13585511.0,1085139050.0
