row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Ông Lê Ngọc Lâm,Ông Lê Ngọc Lâm,Ông Lê Ngọc Lâm,Phó Tổng giám đốc phụ trách Ban Điều hành (bổ nhiệm ngày 15/11/2018),
Ông Phan Đức Tú,Ông Phan Đức Tú,Ông Phan Đức Tú,Tổng Giám đốc (miễn nhiệm ngày 15/11/2018 để bổ nhiệm Chủ tịch HĐQT),
Ông Quách Hùng Hiệp,Ông Quách Hùng Hiệp,Ông Quách Hùng Hiệp,Phó Tổng Giám đốc,
Ông Trần Lục Lang,Ông Trần Lục Lang,Ông Trần Lục Lang,Phó Tổng Giám đốc (miễn nhiệm ngày 29/11/2018),
Ông Trần Xuân Hoàng,Ông Trần Xuân Hoàng,Ông Trần Xuân Hoàng,Phó Tổng Giám đốc,
Ông Trần Phương,Ông Trần Phương,Ông Trần Phương,Phó Tổng Giám đốc,
Ông Đoàn Ánh Sáng,Ông Đoàn Ánh Sáng,Ông Đoàn Ánh Sáng,Phó Tổng Giám đốc (miễn nhiệm ngày 31/08/2018),
Ông Lê Kim Hòa,Ông Lê Kim Hòa,Ông Lê Kim Hòa,Phó Tổng Giám đốc,
Ông Lê Trung Thành,Ông Lê Trung Thành,Ông Lê Trung Thành,Phó Tổng Giám đốc,
Ông Nguyễn Thiên Hoàng,Ông Nguyễn Thiên Hoàng,Ông Nguyễn Thiên Hoàng,Phó Tổng Giám đốc,
Bà Tạ Thị Hạnh,Bà Tạ Thị Hạnh,Bà Tạ Thị Hạnh,Kế toán Trường,
