row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,111.062.814,117.564.098,111062814.0,117564098.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,90.705.587,92.349.719,90705587.0,92349719.0
Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,8.698.941,12.138.717,8698941.0,12138717.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,11.658.286,13.075.662,11658286.0,13075662.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,15.945,15.945,15945.0,15945.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,14.600,14.600,14600.0,14600.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,1.345,1.345,1345.0,1345.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(155.023),(191.765),-155023.0,-191765.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(13.640),(13.760),-13640.0,-13760.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(141.383),(178.005),-141383.0,-178005.0
,,,110.923.736,117.388.278,110923736.0,117388278.0
