row_label_raw,row_label_full,Tên công ty,ĐKKD/QĐ thành lập,Ngành nghề hoạt động,% sở hữu,numeric__ĐKKD/QĐ thành lập,numeric__Ngành nghề hoạt động,numeric__% sở hữu
"Ngân hàng Liên doanh Việt Nga (""VRB"")","Ngân hàng Liên doanh Việt Nga (""VRB"")","Ngân hàng Liên doanh Việt Nga (""VRB"")",0102100878 ngày 01 tháng 5 năm 2017 của Sở Kế hoạch và Đầu tư Hà Nội,Tài chính/ Ngân hàng,"50,00%",,,0.5
"Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Công ty Liên doanh Tháp BIDV (""BIDV Tower"")",2523/GP ngày 02 tháng 11 năm 2005 của Bộ Kế hoạch và Đầu tư,"Xây dựng, vận hành và quản lý khối văn phòng làm việc","55,00%",,,0.55
Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife,Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife,Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife,72/GPĐC2-KDBH ngày 26 tháng 10 năm 2015 của Bộ Tài chính,Bảo hiểm,"35,00%",,,0.35
