row_label_raw,row_label_full,col_0,Số dưđầu nămTriệu đồng,Phát sinh trong năm > Số phải nộpTriệu đồng,Phát sinh trong năm > Số đã nộpTriệu đồng,Số dưcuối nămTriệu đồng,numeric__Số dưđầu nămTriệu đồng,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng,numeric__Số dưcuối nămTriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,35.295,333.882,(339.398),29.779,35295.0,333882.0,-339398.0,29779.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,226.339,1.743.414,(1.514.479),455.274,226339.0,1743414.0,-1514479.0,455274.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,59.663,796.669,(763.059),93.273,59663.0,796669.0,-763059.0,93273.0
"Các khoản phảinộp khác và các khoản phí, lệ phí","Các khoản phảinộp khác và các khoản phí, lệ phí","Các khoản phảinộp khác và các khoản phí, lệ phí",179.324,18.497,(16.373),181.448,179324.0,18497.0,-16373.0,181448.0
,,,500.621,2.892.462,(2.633.309),759.774,500621.0,2892462.0,-2633309.0,759774.0
