row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__Thuyết minh,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,9.873.791,7.657.329,5.0,9873791.0,7657329.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,47.600.066,26.689.038,6.0,47600066.0,26689038.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,108.893.926,126.900.005,7.0,108893926.0,126900005.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,7.1,86.573.215,85.538.175,71.0,86573215.0,85538175.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,7.2,22.430.353,41.421.170,72.0,22430353.0,41421170.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,7.3,(109.642),(59.340),73.0,-109642.0,-59340.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,104.331,8.289.797,8.0,104331.0,8289797.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,104.331,8.289.797,,104331.0,8289797.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,72.720,150.122,9.0,72720.0,150122.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,943.962.452,823.985.711,,943962452.0,823985711.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,955.456.247,834.435.199,10.0,955456247.0,834435199.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(11.493.795),(10.449.488),11.0,-11493795.0,-10449488.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,12,130.961.514,145.022.963,12.0,130961514.0,145022963.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,111.078.759,117.580.043,121.0,111078759.0,117580043.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,27.922.833,37.417.911,122.0,27922833.0,37417911.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.5,(8.040.078),(9.974.991),125.0,-8040078.0,-9974991.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,7.977.576,7.934.793,13.0,7977576.0,7934793.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,13.1,5.829.534,5.759.534,131.0,5829534.0,5759534.0
Vốn góp liên doanh,TÀI SẢN > Vốn góp liên doanh,Vốn góp liên doanh,13.2,1.970.143,1.970.143,132.0,1970143.0,1970143.0
Đầu tư vào công ty liên kết,TÀI SẢN > Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,13.3,244.207,244.207,133.0,244207.0,244207.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,153.750,193.471,,153750.0,193471.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.4,(220.058),(232.562),134.0,-220058.0,-232562.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,9.708.805,9.414.973,,9708805.0,9414973.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,5.480.979,4.971.030,141.0,5480979.0,4971030.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,10.594.191,9.448.077,,10594191.0,9448077.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(5.113.212),(4.477.047),,-5113212.0,-4477047.0
Tài sản cố định thuê tài chính,TÀI SẢN > Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,14.2,92.654,210.697,142.0,92654.0,210697.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,246.306,399.013,,246306.0,399013.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(153.652),(188.316),,-153652.0,-188316.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.3,4.135.172,4.233.246,143.0,4135172.0,4233246.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,5.364.635,5.282.570,,5364635.0,5282570.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.229.463),(1.049.324),,-1229463.0,-1049324.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15,19.130.017,16.758.859,15.0,19130017.0,16758859.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,7.002.366,6.575.364,,7002366.0,6575364.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,10.256.461,8.427.867,,10256461.0,8427867.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,2.270.560,2.127.866,,2270560.0,2127866.0
Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,TÀI SẢN > Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,15.3,(399.370),(372.238),153.0,-399370.0,-372238.0
TỔNG TÀI SẢN CÓ,TÀI SẢN > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,1.278.285.198,1.172.803.590,,1278285198.0,1172803590.0
