row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,10.880.315,62.237.385,10880315.0,62237385.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,1.831.517,30.580.233,1831517.0,30580233.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,8.046.456,30.654.888,8046456.0,30654888.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,1.002.342,1.002.264,1002342.0,1002264.0
Kỳ phiếu,Kỳ phiếu,Kỳ phiếu,620,612,620.0,612.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,297,292,297.0,292.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,323,320,323.0,320.0
Trái phiếu,Trái phiếu,Trái phiếu,7.550.364,2.000.370,7550364.0,2000370.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,5.550.061,61,5550061.0,61.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,2.000.303,2.000.309,2000303.0,2000309.0
Trái phiếu tăng vốn BIDV,Trái phiếu tăng vốn BIDV,Trái phiếu tăng vốn BIDV,21.360.062,19.500.062,21360062.0,19500062.0
,,,39.791.361,83.738.429,39791361.0,83738429.0
