row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",40.825,39.950,40825.0,39950.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,8.255.569,7.903.003,8255569.0,7903003.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,7.054.220,6.763.912,7054220.0,6763912.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,359.524,342.846,359524.0,342846.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,526.708,478.824,526708.0,478824.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,2.751.860,2.662.858,2751860.0,2662858.0
Trong đó: Khấu hao tài sản cố định,Trong đó: > Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,861.028,837.150,861028.0,837150.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,2.918.506,2.620.200,2918506.0,2620200.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Chi công tác phí,Trong đó: > - Chi công tác phí,- Chi công tác phí,129.973,131.726,129973.0,131726.0
- Chi các hoạt động đoàn thể của TCTD,Trong đó: > - Chi các hoạt động đoàn thể của TCTD,- Chi các hoạt động đoàn thể của TCTD,21.467,19.376,21467.0,19376.0
"Chi bảo hiểm tiền gửi, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi bảo hiểm tiền gửi, bảo toàn tiền gửi của khách hàng","Chi bảo hiểm tiền gửi, bảo toàn tiền gửi của khách hàng",772.862,648.422,772862.0,648422.0
Trích lập/(Hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng; chi phí dự phòng giảm giá chứng khoán),Trong đó: > Trích lập/(Hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng; chi phí dự phòng giảm giá chứng khoán),Trích lập/(Hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng; chi phí dự phòng giảm giá chứng khoán),14.108,(38.236),14108.0,-38236.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh số 13.4),Trong đó: > - Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh số 13.4),- Hoàn nhập dự phòng đầu tư dài hạn (Thuyết minh số 13.4),(12.504),(40.943),-12504.0,-40943.0
- Trích lập dự phòng nợ phải thu khó đòi(Thuyết minh số 15.3),Trong đó: > - Trích lập dự phòng nợ phải thu khó đòi(Thuyết minh số 15.3),- Trích lập dự phòng nợ phải thu khó đòi(Thuyết minh số 15.3),26.612,2.707,26612.0,2707.0
,,,14.753.730,13.836.197,14753730.0,13836197.0
