row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,157.632.098,155.948.650,157632098.0,155948650.0
- Bằng VND,- Bằng VND,- Bằng VND,144.079.406,143.533.158,144079406.0,143533158.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,13.552.692,12.415.492,13552692.0,12415492.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,806.946.325,683.190.214,806946325.0,683190214.0
- Bằng VND,- Bằng VND,- Bằng VND,788.288.869,661.403.483,788288869.0,661403483.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,18.657.456,21.786.731,18657456.0,21786731.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,7.779.282,5.692.283,7779282.0,5692283.0
- Bằng VND,- Bằng VND,- Bằng VND,3.891.948,4.516.633,3891948.0,4516633.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.887.334,1.175.650,3887334.0,1175650.0
,,,972.357.705,844.831.147,972357705.0,844831147.0
