row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Tổng cộngTriệu đồng
,,,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3 thángTriệu đồng,Từ 3 - 6 thángTriệu đồng,Từ 6 - 12 thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tài sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,9.873.791,-,-,-,-,-,-,9.873.791,,9873791.0,,,,,,,9873791.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,24.215.352,23.384.714,-,-,-,-,-,47.600.066,,24215352.0,23384714.0,,,,,,47600066.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),146,-,92.069.196,11.287.696,5.211.047,435.483,-,-,109.003.568,146.0,,92069196.0,11287696.0,5211047.0,435483.0,,,109003568.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,-,104.331,-,-,104.331,,,,,,104331.0,,,104331.0
Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,Công cụ tài chính phải sinh và các tài sản,,,,,,,,,
tài chính khác,Công cụ tài chính phải sinh và các tài sản > tài chính khác,tài chính khác,-,-,9.530,-,26.968,49.826,-,-,86.324,,,9530.0,,26968.0,49826.0,,,86324.0
Cho vay khách hàng (*),Công cụ tài chính phải sinh và các tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),14.880.144,-,270.271.662,338.032.554,218.900.805,82.805.212,19.310.329,11.255.541,955.456.247,14880144.0,,270271662.0,338032554.0,218900805.0,82805212.0,19310329.0,11255541.0,955456247.0
Chứng khoán đầu tư (*),Công cụ tài chính phải sinh và các tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),257.000,15.945,3.737.128,4.246.694,18.430.644,8.548.932,51.603.572,52.161.677,139.001.592,257000.0,15945.0,3737128.0,4246694.0,18430644.0,8548932.0,51603572.0,52161677.0,139001592.0
"Góp vốn, đầu tư dài hạn (*)","Công cụ tài chính phải sinh và các tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,8.197.634,-,-,-,-,-,-,8.197.634,,8197634.0,,,,,,,8197634.0
Tài sản cố định,Công cụ tài chính phải sinh và các tài sản > Tài sản cố định,Tài sản cố định,-,9.708.805,-,-,-,-,-,-,9.708.805,,9708805.0,,,,,,,9708805.0
Tài sản Có khác (*),Công cụ tài chính phải sinh và các tài sản > Tài sản Có khác (*),Tài sản Có khác (*),399.370,19.130.017,-,-,-,-,-,-,19.529.387,399370.0,19130017.0,,,,,,,19529387.0
Tổng tài sản,Công cụ tài chính phải sinh và các tài sản > Tổng tài sản,Tổng tài sản,15.536.660,71.141.544,389.472.230,353.566.944,242.569.464,91.943.784,70.913.901,63.417.218,1.298.561.745,15536660.0,71141544.0,389472230.0,353566944.0,242569464.0,91943784.0,70913901.0,63417218.0,1298561745.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
