row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
Thương mại,Thương mại,Thương mại,38.587.871,34.078.720,38587871.0,34078720.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",878.870,870.707,878870.0,870707.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,24.036.979,20.967.988,24036979.0,20967988.0
Xây dựng,Xây dựng,Xây dựng,8.436.770,6.851.970,8436770.0,6851970.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,3.455.588,2.583.919,3455588.0,2583919.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.540.324,2.982.299,2540324.0,2982299.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,374.516,241.580,374516.0,241580.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,4.065.394,3.590.465,4065394.0,3590465.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.506.603,2.469.439,2506603.0,2469439.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,21.650,25.950,21650.0,25950.0
Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,110.601.878,86.366.201,110601878.0,86366201.0
,,,195.506.443,161.029.238,195506443.0,161029238.0
