row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2017Triệu VND,Tại ngày > 31.12.2016Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2017Triệu VND,numeric__Tại ngày > 31.12.2016Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quỹ",4,4.851.704,3.541.348,,4.0,4851704.0,3541348.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,8.314.574,5.119.306,,5.0,8314574.0,5119306.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,9.295.856,8.593.981,,6.0,9295856.0,8593981.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,6.1,5.867.220,6.423.210,,61.0,5867220.0,6423210.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,6.1,3.582.397,2.342.651,,61.0,3582397.0,2342651.0
3,A > 3,3,Dự phòng rủi ro,6.3,(153.761),(171.880),,63.0,-153761.0,-171880.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,1.035.761,720.577,,7.0,1035761.0,720577.0
1,A > 1,1,Chứng khoán kinh doanh,,1.036.829,720.577,,,1036829.0,720577.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(1.068),-,,,-1068.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,16.065,,8.0,,16065.0
VI,A > VI,VI,Cho vay khách hàng,,193.762.433,159.258.785,,,193762433.0,159258785.0
1,A > 1,1,Cho vay khách hàng,9,195.506.443,161.029.238,,9.0,195506443.0,161029238.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9.7,(1.744.010),(1.770.453),,97.0,-1744010.0,-1770453.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,52.689.288,42.672.094,,10.0,52689288.0,42672094.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10.1,8.007.491,10.838.702,,101.0,8007491.0,10838702.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,10.1,45.111.109,34.775.806,,101.0,45111109.0,34775806.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,10.3,(429.312),(2.942.414),,103.0,-429312.0,-2942414.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,2.329.574,2.329.768,,11.0,2329574.0,2329768.0
1,A > 1,1,Đầu tư vào công ty con,11.2,2.140.000,2.140.000,,112.0,2140000.0,2140000.0
2,A > 2,2,Vốn góp liên doanh,11.3,1.000,1.000,,113.0,1000.0,1000.0
3,A > 3,3,Đầu tư vào công ty liên kết,11.3,200,200,,113.0,200.0,200.0
4,A > 4,4,Đầu tư dài hạn khác,11.4,193.927,199.537,,114.0,193927.0,199537.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,11.5,(5.553),(10.969),,115.0,-5553.0,-10969.0
X,A > X,X,Tài sản cố định,12,2.937.115,2.769.593,,12.0,2937115.0,2769593.0
1,A > 1,1,Tài sản cố định hữu hình,12(a),2.425.869,2.283.144,,,2425869.0,2283144.0
a,A > a,a,Nguyên giá tài sản cố định,,3.945.636,3.580.267,,,3945636.0,3580267.0
b,A > b,b,Hao mòn tài sản cố định,,(1.519.767),(1.297.123),,,-1519767.0,-1297123.0
3,A > 3,3,Tài sản cố định vô hình,12(b),511.246,486.449,,,511246.0,486449.0
a,A > a,a,Nguyên giá tài sản cố định,,756.242,691.121,,,756242.0,691121.0
b,A > b,b,Hao mòn tài sản cố định,,(244.996),(204.672),,,-244996.0,-204672.0
XII,A > XII,XII,Tài sản Có khác,13,8.180.877,8.038.379,,13.0,8180877.0,8038379.0
1,A > 1,1,Các khoản phải thu,13.1,5.407.176,4.664.440,,131.0,5407176.0,4664440.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,3.564.121,3.237.520,,,3564121.0,3237520.0
4,A > 4,4,Tài sản Có khác,13.2,680.427,653.326,,132.0,680427.0,653326.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,13.3,(1.470.847),(516.907),,133.0,-1470847.0,-516907.0
,,,TỔNG TÀI SẢN,,283.397.182,233.059.896,,,283397182.0,233059896.0
