row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
Tiền gửi tại công ty con,Tiền gửi tại công ty con,Tiền gửi tại công ty con,22.425,27.145,22425.0,27145.0
Cho vay công ty con,Cho vay công ty con,Cho vay công ty con,419.278,461.926,419278.0,461926.0
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),84.680,19.932,84680.0,19932.0
Tiền gửi của các công ty con,Tiền gửi của các công ty con,Tiền gửi của các công ty con,356.783,436.655,356783.0,436655.0
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,31.103,16.651,31103.0,16651.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),546.827,351.001,546827.0,351001.0
Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,89,72,89.0,72.0
Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,1.773,1.991,1773.0,1991.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),2.925,491,2925.0,491.0
Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,621,783,621.0,783.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,93,59,93.0,59.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),13.047,2.677,13047.0,2677.0
Phải thu công ty con,Phải thu công ty con,Phải thu công ty con,5.761,9.827,5761.0,9827.0
Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),9.500,9.500,9500.0,9500.0
Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,135.090,166.532,135090.0,166532.0
