row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng",,
Bất động sản,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Bất động sản",Bất động sản,317.223.763,259.419.330,317223763.0,259419330.0
Hàng tồn kho,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,2.117.118,1.831.621,2117118.0,1831621.0
"Máy móc, thiết bị","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",5.729.059,9.055.193,5729059.0,9055193.0
Giấy tờ có giá,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,24.017.335,31.876.001,24017335.0,31876001.0
Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành (i),"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành (i)",Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành (i),24.017.335,31.876.001,24017335.0,31876001.0
Tài sản khác,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố vàchiết khấu của khách hàng > Tài sản khác",Tài sản khác,16.058.463,22.935.259,16058463.0,22935259.0
,,,365.145.738,325.117.404,365145738.0,325117404.0
,,,31.12.2017Triệu VND,31.12.2016Triệu VND,,
"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác",,
Bất động sản,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác > Bất động sản",Bất động sản,492.479,468.740,492479.0,468740.0
Giấy tờ có giá (i),"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác > Giấy tờ có giá (i)",Giấy tờ có giá (i),3.263.119,1.900.000,3263119.0,1900000.0
Tài sản khác,"Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác > Tài sản khác",Tài sản khác,1.534.336,564.944,1534336.0,564944.0
,,,5.289.934,2.933.684,5289934.0,2933684.0
"Tổng tài sản, giấy tờ có giá nhận thế chấp, cảm cố,chiết khấu và tái chiết khấu","Tài sản, giấy tờ có giá nhận thế chấp, cảm cố, chiếtkhẩu và tái chiết khấu của các tổ chức tín dụng khác > Tổng tài sản, giấy tờ có giá nhận thế chấp, cảm cố,chiết khấu và tái chiết khấu","Tổng tài sản, giấy tờ có giá nhận thế chấp, cảm cố,chiết khấu và tái chiết khấu",370.435.672,328.051.088,370435672.0,328051088.0
