row_label_raw,row_label_full,col_0,2017Triệu đồng,2016Triệu đồng,numeric__2017Triệu đồng,numeric__2016Triệu đồng
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.606.047,1.600.778,2606047.0,1600778.0
Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,521.209,320.156,521209.0,320156.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(19.433),(37.953),-19433.0,-37953.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,15.574,9.712,15574.0,9712.0
Ảnh hưởng của thay đổi thuế suất,Ảnh hưởng của thay đổi thuế suất,Ảnh hưởng của thay đổi thuế suất,-,254,,254.0
Thuế điều chỉnh của những năm trước,Thuế điều chỉnh của những năm trước,Thuế điều chỉnh của những năm trước,(354),617,-354.0,617.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,516.996,292.786,516996.0,292786.0
Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,,,,
Thuế thu nhập doanh nghiệp - hiện hành,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh: > Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,516.996,289.986,516996.0,289986.0
Thuế thu nhập doanh nghiệp - hoãn lại,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh: > Thuế thu nhập doanh nghiệp - hoãn lại,Thuế thu nhập doanh nghiệp - hoãn lại,-,2.800,,2800.0
,,,516.996,292.786,516996.0,292786.0
