row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",10.286,13.219,10286.0,13219.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.587.521,2.215.729,2587521.0,2215729.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,657.257,622.957,657257.0,622957.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,154.367,141.662,154367.0,141662.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,3.352,2.505,3352.0,2505.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,1.772.545,1.448.605,1772545.0,1448605.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.021.182,938.912,1021182.0,938912.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,276.989,239.005,276989.0,239005.0
- Chi khác,- Chi khác,- Chi khác,744.193,699.907,744193.0,699907.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,1.250.735,1.047.730,1250735.0,1047730.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",262.075,213.390,262075.0,213390.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),948.704,98.469,948704.0,98469.0
,,,6.080.503,4.527.449,6080503.0,4527449.0
