row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2025 > Giá gốc,Ngày 31 tháng 12 năm 2025 > Giá trị ghi sổ,Ngày 31 tháng 12 năm 2024 > Giá gốc,Ngày 31 tháng 12 năm 2024 > Giá trị ghi sổ,numeric__Ngày 31 tháng 12 năm 2025 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2025 > Giá trị ghi sổ,numeric__Ngày 31 tháng 12 năm 2024 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2024 > Giá trị ghi sổ
Đầu tư trái phiếu (i),Đầu tư trái phiếu (i),Đầu tư trái phiếu (i),391.111.517.357,391.111.517.357,209.413.358.794,209.413.358.794,391111517357.0,391111517357.0,209413358794.0,209413358794.0
Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),93.620.000.000,93.620.000.000,-,-,93620000000.0,93620000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,484.731.517.357,484.731.517.357,209.413.358.794,209.413.358.794,484731517357.0,484731517357.0,209413358794.0,209413358794.0
