row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,364.836.679.578,712.888.170.367,364836679578.0,712888170367.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động kinh doanh bất động sản,Trong đó: > Doanh thu hoạt động kinh doanh bất động sản,Doanh thu hoạt động kinh doanh bất động sản,47.073.031.008,414.828.625.536,47073031008.0,414828625536.0
"Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác","Trong đó: > Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác","Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác",158.012.827.672,157.339.725.006,158012827672.0,157339725006.0
Doanh thu hoạt động kinh doanh khách sạn,Trong đó: > Doanh thu hoạt động kinh doanh khách sạn,Doanh thu hoạt động kinh doanh khách sạn,151.981.332.282,127.869.623.691,151981332282.0,127869623691.0
Doanh thu hoạt động xây lắp (i),Trong đó: > Doanh thu hoạt động xây lắp (i),Doanh thu hoạt động xây lắp (i),7.769.488.616,12.850.196.134,7769488616.0,12850196134.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(29.038.966.240),(57.095.372.183),-29038966240.0,-57095372183.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,335.797.713.338,655.792.798.184,335797713338.0,655792798184.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,327.984.747.292,646.974.255.824,327984747292.0,646974255824.0
Doanh thu đối với các bên liên quan,Trong đó: > Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,7.812.966.046,8.818.542.360,7812966046.0,8818542360.0
